"iata"	"airport"	"city"	"state"	"country"	"lat"	"long"
"2789"	"RNH"	"New Richmond Municipal"	"New Richmond"	"WI"	"USA"	45.14831139	-92.53806139
"2790"	"RNM"	"Ramona"	"Ramona"	"CA"	"USA"	33.038905	-116.9136392
"2791"	"RNO"	"Reno/Tahoe International"	"Reno"	"NV"	"USA"	39.49857611	-119.7680647
"2792"	"RNT"	"Renton Municipal"	"Renton"	"WA"	"USA"	47.49313889	-122.21575
"2793"	"RNV"	"Cleveland Municipal"	"Cleveland"	"MS"	"USA"	33.76114056	-90.75787528
"2794"	"ROA"	"Roanoke Regional/ Woodrum "	"Roanoke"	"VA"	"USA"	37.32546833	-79.97542833
"2795"	"ROC"	"Greater Rochester Int'l"	"Rochester"	"NY"	"USA"	43.11886611	-77.67238389
"2796"	"ROG"	"Rogers Municipal-Carter "	"Rogers"	"AR"	"USA"	36.37229667	-94.10686972
"2797"	"ROP"	"Prachinburi"	NA	NA	"Thailand"	14.078333	101.378334
"2798"	"ROR"	"Babelthoup/Koror"	NA	NA	"Palau"	7.367222	134.544167
"2799"	"ROS"	"Rush City Regional"	"Rush City"	"MN"	"USA"	45.69801389	-92.95298972
"2800"	"ROW"	"Roswell Industrial Air Center"	"Roswell"	"NM"	"USA"	33.30155556	-104.5305556
"2801"	"ROX"	"Roseau Municipal"	"Roseau"	"MN"	"USA"	48.85603806	-95.69703861
"2802"	"RPB"	"Belleville Municipal"	"Belleville"	"KS"	"USA"	39.81790861	-97.659625
"2803"	"RPD"	"Rice Lake Regional-Carl's "	"Rice Lake"	"WI"	"USA"	45.41809056	-91.77365194
"2804"	"RPX"	"Roundup"	"Roundup"	"MT"	"USA"	46.47357528	-108.5576333
"2805"	"RQB"	"Roben-Hood"	"Big Rapids"	"MI"	"USA"	43.72263278	-85.50407333
"2806"	"RQE"	"Window Rock"	"Window Rock"	"AZ"	"USA"	35.65205556	-109.0673889
"2807"	"RRL"	"Merrill Municipal"	"Merrill"	"WI"	"USA"	45.19927083	-89.71143389
"2808"	"RRT"	"Warroad Intl Swede Carlson "	"Warroad"	"MN"	"USA"	48.94138889	-95.34838889
"2809"	"RSH"	"Russian Mission"	"Russian Mission"	"AK"	"USA"	61.77967583	-161.3194772
"2810"	"RSL"	"Russell Municipal"	"Russell"	"KS"	"USA"	38.87212222	-98.81177611
"2811"	"RSN"	"Ruston Regional"	"Ruston"	"LA"	"USA"	32.51444444	-92.58833333
"2812"	"RST"	"Rochester International"	"Rochester"	"MN"	"USA"	43.90882639	-92.49798722
"2813"	"RSV"	"Robinson Municipal"	"Robinson"	"IL"	"USA"	39.01604222	-87.649775
"2814"	"RSW"	"Southwest Florida International"	"Ft. Myers"	"FL"	"USA"	26.53616667	-81.75516667
"2815"	"RTN"	"Raton Municipal/Crews "	"Raton"	"NM"	"USA"	36.74152778	-104.5021833
"2816"	"RUE"	"Russellville Municipal"	"Russellville"	"AR"	"USA"	35.25914667	-93.09326611
"2817"	"RUG"	"Rugby Municipal"	"Rugby"	"ND"	"USA"	48.39035917	-100.0242739
"2818"	"RUQ"	"Rowan County"	"Salisbury"	"NC"	"USA"	35.64588583	-80.52029306
"2819"	"RUT"	"Rutland State"	"Rutland"	"VT"	"USA"	43.52990694	-72.949615
"2820"	"RVJ"	"Reidsville"	"Reidsville"	"GA"	"USA"	32.05897222	-82.15172222
"2821"	"RVL"	"Mifflin Cty"	"Reedsville"	"PA"	"USA"	40.67737417	-77.62682833
"2822"	"RVN"	"Hawkins County"	"Rogersville"	"TN"	"USA"	36.45757917	-82.88503722
"2823"	"RVS"	"Richard Lloyd Jones, Jr."	"Tulsa"	"OK"	"USA"	36.0396275	-95.984635
"2824"	"RWF"	"Redwood Falls Muni"	"Redwood Falls"	"MN"	"USA"	44.54720389	-95.082255
"2825"	"RWI"	"Rocky Mount Wilson"	"Rocky Mount"	"NC"	"USA"	35.85498861	-77.89295611
"2826"	"RWL"	"Rawlins Muni"	"Rawlins"	"WY"	"USA"	41.8055975	-107.19994
"2827"	"RWN"	"Arens "	"Winamac"	"IN"	"USA"	41.09226306	-86.61287111
"2828"	"RXE"	"Rexburg-Madison County"	"Rexburg"	"ID"	"USA"	43.83391139	-111.805105
"2829"	"RYN"	"Ryan "	"Tucson"	"AZ"	"USA"	32.14308333	-111.1728611
"2830"	"RYV"	"Watertown Municipal"	"Watertown"	"WI"	"USA"	43.16963222	-88.72321222
"2831"	"RYY"	"Cobb County-McCollum "	"Marietta"	"GA"	"USA"	34.01315611	-84.59854472
"2832"	"RZL"	"Jasper County"	"Rensselaer"	"IN"	"USA"	40.94789861	-87.18257944
"2833"	"RZN"	"Burnett County"	"Siren"	"WI"	"USA"	45.8227275	-92.37250083
"2834"	"RZT"	"Ross County"	"Chillicothe"	"OH"	"USA"	39.44136778	-83.02251556
"2835"	"RZZ"	"Halifax County"	"Roanoke Rapids"	"NC"	"USA"	36.43945583	-77.70934139
"2836"	"S01"	"Conrad"	"Conrad"	"MT"	"USA"	48.16863889	-111.9764722
"2837"	"S03"	"Ashland Muni-Sumner Parker "	"Ashland"	"OR"	"USA"	42.19028361	-122.6606283
"2838"	"S05"	"Bandon State"	"Bandon"	"OR"	"USA"	43.08733083	-124.4095578
"2839"	"S07"	"Bend Muni"	"Bend"	"OR"	"USA"	44.09483333	-121.2006389
"2840"	"S10"	"Chelan Muni"	"Chelan"	"WA"	"USA"	47.86597139	-119.9427053
"2841"	"S12"	"Albany Municipal"	"Albany"	"OR"	"USA"	44.63781639	-123.0594486
"2842"	"S18"	"Forks"	"Forks"	"WA"	"USA"	47.94146583	-124.3929867
"2843"	"S21"	"Sunriver"	"Sunriver"	"OR"	"USA"	43.87633333	-121.4530556
"2844"	"S23"	"Ione Municipal"	"Ione"	"WA"	"USA"	48.70727528	-117.4126036
"2845"	"S24"	"Sandusky Co"	"Fremont"	"OH"	"USA"	41.29570556	-83.03723056
"2846"	"S25"	"Watford City Municipal"	"Watford City"	"ND"	"USA"	47.79569972	-103.2536992
"2847"	"S27"	"Kalispell City"	"Kalispell"	"MT"	"USA"	48.17856944	-114.3037408
"2848"	"S28"	"International Peace Garden"	"Dunseith"	"ND"	"USA"	48.99778194	-100.0434589
"2849"	"S30"	"Lebanon State"	"Lebanon"	"OR"	"USA"	44.529845	-122.9295336
"2850"	"S31"	"Lopez Island"	"Lopez"	"WA"	"USA"	48.48259944	-122.9368444
"2851"	"S32"	"Cooperstown Municipal"	"Cooperstown"	"ND"	"USA"	47.42277361	-98.10587139
"2852"	"S33"	"City-County"	"Madras"	"OR"	"USA"	44.66623139	-121.1631
"2853"	"S34"	"Plains"	"Plains"	"MT"	"USA"	47.47243611	-114.900135
"2854"	"S39"	"Prineville"	"Prineville"	"OR"	"USA"	44.28699389	-120.9038328
"2855"	"S40"	"Prosser"	"Prosser"	"WA"	"USA"	46.212355	-119.7928122
"2856"	"S43"	"Harvey "	"Snohomish"	"WA"	"USA"	47.90815306	-122.1054072
"2857"	"S45"	"Siletz Bay State"	"Siletz Bay (Gleneden Beach)"	"OR"	"USA"	44.87761139	-124.0284472
"2858"	"S47"	"Tillamook"	"Tillamook"	"OR"	"USA"	45.41824194	-123.8143839
"2859"	"S50"	"Auburn Municipal"	"Auburn"	"WA"	"USA"	47.32815583	-122.2265092
"2860"	"S52"	"Methow Valley State"	"Winthrop"	"WA"	"USA"	48.42070056	-120.1470264
"2861"	"S59"	"Libby"	"Libby"	"MT"	"USA"	48.28384528	-115.4902453
"2862"	"S60"	"Kenmore Air Harbor Inc"	"Kenmore"	"WA"	"USA"	47.75482	-122.2592931
"2863"	"S64"	"Stanford"	"Stanford"	"MT"	"USA"	47.14718944	-110.2299289
"2864"	"S66"	"Homedale Municipal"	"Homedale"	"ID"	"USA"	43.61488056	-116.9215372
"2865"	"S67"	"Nampa Muni"	"Nampa"	"ID"	"USA"	43.58133333	-116.5230556
"2866"	"S68"	"Orofino Municipal"	"Orofino"	"ID"	"USA"	46.49129139	-116.2768061
"2867"	"S69"	"Lincoln"	"Lincoln"	"MT"	"USA"	46.97494083	-112.6447606
"2868"	"S70"	"Othello Muni"	"Othello"	"WA"	"USA"	46.79486278	-119.0802875
"2869"	"S71"	"Edgar G Obie"	"Chinook"	"MT"	"USA"	48.59194444	-109.2488889
"2870"	"S72"	"St Maries Municipal"	"St Maries"	"ID"	"USA"	47.32768722	-116.5773906
"2871"	"S73"	"Kamiah Municipal"	"Kamiah"	"ID"	"USA"	46.21934028	-116.0134736
"2872"	"S80"	"Idaho County"	"Grangeville"	"ID"	"USA"	45.94255806	-116.1234158
"2873"	"S83"	"Shoshone County"	"Kellogg"	"ID"	"USA"	47.54769889	-116.1885008
"2874"	"S85"	"Big Sky "	"Culbertson"	"MT"	"USA"	48.15333333	-104.5038889
"2875"	"S87"	"Weiser Municipal"	"Weiser"	"ID"	"USA"	44.20683056	-116.9623869
"2876"	"S89"	"Craigmont Municipal"	"Craigmont"	"ID"	"USA"	46.24710917	-116.4801447
"2877"	"S93"	"Cle Elum Municipal"	"Cle Elum"	"WA"	"USA"	47.18317583	-120.884525
"2878"	"S94"	"Whitman County Memorial"	"Colfax"	"WA"	"USA"	46.8584975	-117.4137964
"2879"	"S97"	"Anderson "	"Brewster"	"WA"	"USA"	48.10486806	-119.7206128
"2880"	"SAA"	"Shively "	"Saratoga"	"WY"	"USA"	41.44485944	-106.8235264
"2881"	"SAC"	"Sacramento Executive"	"Sacramento"	"CA"	"USA"	38.51252389	-121.4934689
"2882"	"SAD"	"Safford Regional"	"Safford"	"AZ"	"USA"	32.85331278	-109.6349708
"2883"	"SAF"	"Santa Fe Municipal"	"Santa Fe"	"NM"	"USA"	35.61677778	-106.0881389
"2884"	"SAN"	"San Diego International-Lindbergh "	"San Diego"	"CA"	"USA"	32.73355611	-117.1896567
"2885"	"SAR"	"Sparta Community-Hunter "	"Sparta"	"IL"	"USA"	38.14893833	-89.69870972
"2886"	"SAT"	"San Antonio International"	"San Antonio"	"TX"	"USA"	29.53369444	-98.46977778
"2887"	"SAV"	"Savannah International"	"Savannah"	"GA"	"USA"	32.12758333	-81.20213889
"2888"	"SAW"	"Sawyer"	"Gwinn"	"MI"	"USA"	46.35361111	-87.39583222
"2889"	"SAZ"	"Staples Municipal"	"Staples"	"MN"	"USA"	46.38087944	-94.80660167
"2890"	"SBA"	"Santa Barbara Municipal"	"Santa Barbara"	"CA"	"USA"	34.42621194	-119.8403733
"2891"	"SBD"	"San Bernardino International"	"San Bernardino"	"CA"	"USA"	34.09535361	-117.2348742
"2892"	"SBM"	"Sheboygan County Memorial"	"Sheboygan"	"WI"	"USA"	43.76949444	-87.85158944
"2893"	"SBN"	"South Bend Regional"	"South Bend"	"IN"	"USA"	41.70895361	-86.31847417
"2894"	"SBO"	"Emanuel County"	"Swainsboro"	"GA"	"USA"	32.60825	-82.36869444
"2895"	"SBP"	"San Luis Obispo Co-McChesney "	"San Luis Obispo"	"CA"	"USA"	35.23705806	-120.6423931
"2896"	"SBS"	"Steamboat Springs"	"Steamboat Springs"	"CO"	"USA"	40.51625944	-106.8663006
"2897"	"SBU"	"Blue Earth Municipal"	"Blue Earth"	"MN"	"USA"	43.59534389	-94.09284833
"2898"	"SBX"	"Shelby"	"Shelby"	"MT"	"USA"	48.54125278	-111.8720722
"2899"	"SBY"	"Salisbury-Ocean City: Wicomico Regional"	"Salisbury"	"MD"	"USA"	38.34052611	-75.51028806
"2900"	"SCB"	"Scribner State"	"Scribner"	"NE"	"USA"	41.61033333	-96.62986111
"2901"	"SCC"	"Deadhorse"	"Deadhorse"	"AK"	"USA"	70.19475583	-148.4651608
"2902"	"SCD"	"Merkel Field Sylacauga Municipal "	"Sylacauga"	"AL"	"USA"	33.17183583	-86.30553778
"2903"	"SCE"	"University Park"	NA	NA	"USA"	40.851206	-77.846302
"2904"	"SCH"	"Schenectady Cty"	"Schenectady"	"NY"	"USA"	42.85245556	-73.9288675
"2905"	"SCK"	"Stockton Metro"	"Stockton"	"CA"	"USA"	37.89426694	-121.2386203
"2906"	"SCM"	"Scammon Bay"	"Scammon Bay"	"AK"	"USA"	61.84454111	-165.5737492
"2907"	"SCX"	"Scott Municipal"	"Oneida"	"TN"	"USA"	36.45569444	-84.58575
"2908"	"SD07"	"Bison Municipal"	"Bison"	"SD"	"USA"	45.51859778	-102.4671042
"2909"	"SD10"	"Canton Municipal"	"Canton"	"SD"	"USA"	43.30888889	-96.571
"2910"	"SD12"	"Wilder"	"De Smet"	"SD"	"USA"	44.43080278	-97.56118861
"2911"	"SD16"	"Eureka Municipal"	"Eureka"	"SD"	"USA"	45.79998111	-99.6420625
"2912"	"SD18"	"Flandreau Municipal"	"Flandreau"	"SD"	"USA"	44.00386056	-96.59310139
"2913"	"SD22"	"Hoven Municipal"	"Hoven"	"SD"	"USA"	45.25755861	-99.79783944
"2914"	"SD28"	"McLaughlin Municipal"	"McLaughlin"	"SD"	"USA"	45.79680833	-100.7842503
"2915"	"SD32"	"Murdo Municipal"	"Murdo"	"SD"	"USA"	43.85165639	-100.7120811
"2916"	"SD33"	"Parkston Municipal"	"Parkston"	"SD"	"USA"	43.37915361	-97.97118278
"2917"	"SD34"	"Presho Municipal "	"Presho"	"SD"	"USA"	43.90637833	-100.0370669
"2918"	"SDA"	"Shenandoah Municipal"	"Shenandoah"	"IA"	"USA"	40.75148167	-95.41347222
"2919"	"SDF"	"Louisville International-Standiford "	"Louisville"	"KY"	"USA"	38.17438889	-85.736
"2920"	"SDL"	"Scottsdale"	"Scottsdale"	"AZ"	"USA"	33.622875	-111.9105333
"2921"	"SDM"	"Brown  Municipal"	"San Diego"	"CA"	"USA"	32.57230556	-116.98025
"2922"	"SDP"	"Sand Point Municipal"	"Sand Point"	"AK"	"USA"	55.31502778	-160.5176944
"2923"	"SDY"	"Sidney-Richland Municipal"	"Sidney"	"MT"	"USA"	47.70685778	-104.1925544
"2924"	"SEA"	"Seattle-Tacoma Intl"	"Seattle"	"WA"	"USA"	47.44898194	-122.3093131
"2925"	"SEE"	"Gillespie "	"San Diego (El Cajon)"	"CA"	"USA"	32.82623111	-116.9724497
"2926"	"SEF"	"Sebring  And Industrial Park"	"Sebring"	"FL"	"USA"	27.45640278	-81.3424
"2927"	"SEG"	"Penn Valley"	"Selinsgrove"	"PA"	"USA"	40.82052917	-76.86377611
"2928"	"SEM"	"Craig "	"Selma"	"AL"	"USA"	32.34394667	-86.98780333
"2929"	"SEP"	"Clark Field Municipal"	"Stephenville"	"TX"	"USA"	32.21532333	-98.17766722
"2930"	"SER"	"Freeman Municipal"	"Seymour"	"IN"	"USA"	38.92355361	-85.90736556
"2931"	"SET"	"St Charles County Smart "	"St Charles"	"MO"	"USA"	38.92969444	-90.42996111
"2932"	"SEZ"	"Sedona"	"Sedona"	"AZ"	"USA"	34.84862889	-111.7884614
"2933"	"SFB"	"Orlando Sanford"	"Orlando"	"FL"	"USA"	28.77764	-81.23748944
"2934"	"SFD"	"Bob Wiley "	"Winner"	"SD"	"USA"	43.39058278	-99.84256194
"2935"	"SFF"	"Felts "	"Spokane"	"WA"	"USA"	47.68281806	-117.3225583
"2936"	"SFM"	"Sanford Regional"	"Sanford"	"ME"	"USA"	43.39386111	-70.70800028
"2937"	"SFO"	"San Francisco International"	"San Francisco"	"CA"	"USA"	37.61900194	-122.3748433
"2938"	"SFQ"	"Suffolk Municipal"	"Suffolk"	"VA"	"USA"	36.68235361	-76.60187333
"2939"	"SFY"	"Tri-Township "	"Savanna"	"IL"	"USA"	42.04581972	-90.10760056
"2940"	"SFZ"	"North Central State"	"Pawtucket"	"RI"	"USA"	41.92076333	-71.49138139
"2941"	"SGF"	"Springfield-Branson Regional"	"Springfield"	"MO"	"USA"	37.24432611	-93.38685806
"2942"	"SGH"	"Springfield-Beckley Municipal"	"Springfield"	"OH"	"USA"	39.84028194	-83.84015056
"2943"	"SGJ"	"St. Augustine"	"St. Augustine"	"FL"	"USA"	29.95925	-81.33975
"2944"	"SGR"	"Sugar Land Municipal/Hull "	"Houston"	"TX"	"USA"	29.62225306	-95.65652889
"2945"	"SGS"	"South St.Paul Municipal"	"South St Paul"	"MN"	"USA"	44.85713278	-93.03285389
"2946"	"SGT"	"Stuttgart Municipal"	"Stuttgart"	"AR"	"USA"	34.60054	-91.57457417
"2947"	"SGU"	"St George Muni"	"St George"	"UT"	"USA"	37.09058333	-113.5930556
"2948"	"SGY"	"Skagway"	"Skagway"	"AK"	"USA"	59.46006194	-135.3156636
"2949"	"SHD"	"Shenandoah Valley Regional"	"Staunton/Harrisonburg"	"VA"	"USA"	38.26384333	-78.89643806
"2950"	"SHG"	"Shungnak"	"Shungnak"	"AK"	"USA"	66.88916556	-157.1505119
"2951"	"SHH"	"Shishmaref"	"Shishmaref"	"AK"	"USA"	66.24956861	-166.0895589
"2952"	"SHL"	"Sheldon Municipal"	"Sheldon"	"IA"	"USA"	43.20839361	-95.83343306
"2953"	"SHN"	"Sanderson "	"Shelton"	"WA"	"USA"	47.23355556	-123.1475556
"2954"	"SHR"	"Sheridan County"	"Sheridan"	"WY"	"USA"	44.76919556	-106.9802794
"2955"	"SHV"	"Shreveport Regional"	"Shreveport"	"LA"	"USA"	32.4466275	-93.82559833
"2956"	"SHX"	"Shageluk"	"Shageluk"	"AK"	"USA"	62.69511944	-159.5690614
"2957"	"SIG"	"Fernando Luis Ribas Dominicci"	"San Juan"	"PR"	"USA"	18.45675	-66.09883333
"2958"	"SIK"	"Sikeston Memorial Municipal"	"Sikeston"	"MO"	"USA"	36.89888889	-89.56175
"2959"	"SIT"	"Sitka"	"Sitka"	"AK"	"USA"	57.04713806	-135.3615983
"2960"	"SIV"	"Sullivan County"	"Sullivan"	"IN"	"USA"	39.1147125	-87.44832917
"2961"	"SIY"	"Siskiyou County"	"Montague"	"CA"	"USA"	41.78144167	-122.4681094
"2962"	"SJC"	"San Jose International"	"San Jose"	"CA"	"USA"	37.36186194	-121.9290089
"2963"	"SJN"	"St Johns Industrial Air Park"	"St Johns"	"AZ"	"USA"	34.51855556	-109.37875
"2964"	"SJT"	"San Angelo Regional /Mathis "	"San Angelo"	"TX"	"USA"	31.35775	-100.4963056
"2965"	"SJU"	"Luis Munoz Marin International"	"San Juan"	"PR"	"USA"	18.43941667	-66.00183333
"2966"	"SJX"	"Beaver Island"	"St James"	"MI"	"USA"	45.69227778	-85.56630556
"2967"	"SKA"	"Fairchild AFB"	NA	NA	"USA"	47.615058	-117.655803
"2968"	"SKI"	"Sac City Municipal"	"Sac City"	"IA"	"USA"	42.37908333	-94.97958333
"2969"	"SKW"	"Skwentna"	"Skwentna"	"AK"	"USA"	61.965295	-151.1913661
"2970"	"SKX"	"Taos Municipal"	"Taos"	"NM"	"USA"	36.45819	-105.6724289
"2971"	"SLB"	"Storm Lake Municipal"	"Storm Lake"	"IA"	"USA"	42.59719444	-95.24066667
"2972"	"SLC"	"Salt Lake City Intl"	"Salt Lake City"	"UT"	"USA"	40.78838778	-111.9777731
"2973"	"SLE"	"McNary Fld"	"Salem"	"OR"	"USA"	44.90952778	-123.0025
"2974"	"SLG"	"Smith "	"Siloam Springs"	"AR"	"USA"	36.19060778	-94.49088306
"2975"	"SLK"	"Adirondack"	"Saranac Lake"	"NY"	"USA"	44.38531	-74.20618472
"2976"	"SLN"	"Salina Municipal"	"Salina"	"KS"	"USA"	38.7914825	-97.65060333
"2977"	"SLO"	"Salem-Leckrone"	"Salem"	"IL"	"USA"	38.64287222	-88.96418528
"2978"	"SLQ"	"Sleetmute"	"Sleetmute"	"AK"	"USA"	61.70931139	-157.1557008
"2979"	"SLR"	"Sulphur Springs Municipal"	"Sulphur Springs"	"TX"	"USA"	33.15983333	-95.62113889
"2980"	"SMD"	"Smith "	"Fort Wayne"	"IN"	"USA"	41.14335389	-85.15277694
"2981"	"SME"	"Somerset-Pulaski County"	"Somerset"	"KY"	"USA"	37.05419722	-84.61494139
"2982"	"SMF"	"Sacramento International"	"Sacramento"	"CA"	"USA"	38.69542167	-121.5907669
"2983"	"SMN"	"Lemhi County"	"Salmon"	"ID"	"USA"	45.12047778	-113.8820103
"2984"	"SMO"	"Santa Monica Municipal"	"Santa Monica"	"CA"	"USA"	34.01582194	-118.4512961
"2985"	"SMQ"	"Somerset "	"Somerville"	"NJ"	"USA"	40.62599083	-74.67024333
"2986"	"SMS"	"Sumter Municipal"	"Sumter"	"SC"	"USA"	33.99569444	-80.3615
"2987"	"SMX"	"Santa Maria Pub/Capt G Allan Hancock "	"Santa Maria"	"CA"	"USA"	34.89924833	-120.4575825
"2988"	"SNA"	"John Wayne /Orange Co"	"Santa Ana"	"CA"	"USA"	33.67565861	-117.8682225
"2989"	"SNH"	"Savannah Hardin County"	"Savannah"	"TN"	"USA"	35.17036	-88.21587
"2990"	"SNK"	"Winston "	"Snyder"	"TX"	"USA"	32.69338667	-100.9504525
"2991"	"SNL"	"Shawnee Municipal"	"Shawnee"	"OK"	"USA"	35.35730333	-96.94282833
"2992"	"SNP"	"St. Paul"	"St. Paul"	"AK"	"USA"	57.16733333	-170.2204444
"2993"	"SNS"	"Salinas Municipal"	"Salinas"	"CA"	"USA"	36.66279222	-121.6063603
"2994"	"SNY"	"Sidney Municipal"	"Sidney"	"NE"	"USA"	41.10133333	-102.9852778
"2995"	"SOP"	"Moore County"	"Pinehurst/Southern Pines"	"NC"	"USA"	35.23735278	-79.39116944
"2996"	"SOV"	"Seldovia"	"Seldovia"	"AK"	"USA"	59.44243917	-151.7040503
"2997"	"SOW"	"Show Low Municipal"	"Show Low"	"AZ"	"USA"	34.26527194	-110.0054075
"2998"	"SPA"	"Spartanburg Downtown Memorial"	"Spartanburg"	"SC"	"USA"	34.91572222	-81.9565
"2999"	"SPB"	"Scappoose Industrial Airpark"	"Scappoose"	"OR"	"USA"	45.77250444	-122.8623611
"3000"	"SPF"	"Black Hills-Clyde Ice "	"Spearfish"	"SD"	"USA"	44.48022222	-103.7768889
"3001"	"SPG"	"Albert Whitted Municipal "	"St. Petersburg"	"FL"	"USA"	27.76511111	-82.62697222
"3002"	"SPH"	"Springhill"	"Springhill"	"LA"	"USA"	32.98316472	-93.41081028
"3003"	"SPI"	"Capital"	"Springfield"	"IL"	"USA"	39.84395194	-89.67761861
"3004"	"SPN"	"Tinian International Airport"	NA	NA	"N Mariana Islands"	14.996111	145.621384
"3005"	"SPS"	"Sheppard AFB/Wichita Falls Municipal"	"Wichita Falls"	"TX"	"USA"	33.98879611	-98.49189333
"3006"	"SPW"	"Spencer Municipal"	"Spencer"	"IA"	"USA"	43.16552778	-95.20280556
"3007"	"SPX"	"Houston-Gulf"	"Houston"	"TX"	"USA"	29.50836111	-95.05133333
"3008"	"SQI"	"Whiteside Co "	"Sterling Rockfalls"	"IL"	"USA"	41.74284139	-89.67629028
"3009"	"SQL"	"San Carlos"	"San Carlos"	"CA"	"USA"	37.511855	-122.2495236
"3010"	"SRB"	"Upper Cumberland Regional"	"Sparta"	"TN"	"USA"	36.05593278	-85.5307475
"3011"	"SRC"	"Searcy Municipal"	"Searcy"	"AR"	"USA"	35.21194639	-91.737165
"3012"	"SRQ"	"Sarasota Bradenton International"	"Sarasota"	"FL"	"USA"	27.39533333	-82.55411111
"3013"	"SRR"	"Sierra Blanca Regional"	"Ruidoso"	"NM"	"USA"	33.46285	-105.5347508
"3014"	"SRV"	"Stony River 2"	"Stony River"	"AK"	"USA"	61.789875	-156.5881861
"3015"	"SSF"	"Stinson Municipal"	"San Antonio"	"TX"	"USA"	29.3370075	-98.47114056
"3016"	"SSI"	"Malcolm McKinnon"	"Brunswick"	"GA"	"USA"	31.1515925	-81.39134667
"3017"	"SSQ"	"Shell Lake Municipal"	"Shell Lake"	"WI"	"USA"	45.73138139	-91.92066194
"3018"	"STC"	"St Cloud Regional"	"St Cloud"	"MN"	"USA"	45.54532417	-94.05833667
"3019"	"STE"	"Stevens Point Municipal"	"Stevens Point"	"WI"	"USA"	44.54513556	-89.53028444
"3020"	"STF"	"George M Bryan "	"Starkville"	"MS"	"USA"	33.43381667	-88.84863806
"3021"	"STJ"	"Rosecrans Memorial"	"St Joseph"	"MO"	"USA"	39.77194444	-94.90970556
"3022"	"STK"	"Crosson "	"Sterling"	"CO"	"USA"	40.6152625	-103.2646556
"3023"	"STL"	"Lambert-St Louis International"	"St Louis"	"MO"	"USA"	38.74768694	-90.35998972
"3024"	"STP"	"St Paul Downtown Holman "	"St Paul"	"MN"	"USA"	44.9344725	-93.05999861
"3025"	"STS"	"Sonoma Co"	"Santa Rosa"	"CA"	"USA"	38.50897694	-122.8128803
"3026"	"STT"	"Cyril E. King"	"Charlotte Amalie"	"VI"	"USA"	18.33730556	-64.97336111
"3027"	"STX"	"Henry E. Rohlsen "	"Christiansted"	"VI"	"USA"	17.70188889	-64.79855556
"3028"	"SUA"	"Witham "	"Stuart"	"FL"	"USA"	27.18169444	-80.22108333
"3029"	"SUD"	"Stroud Municipal"	"Stroud"	"OK"	"USA"	35.78756833	-96.65862861
"3030"	"SUE"	"Door County Cherryland"	"Sturgeon Bay"	"WI"	"USA"	44.84366222	-87.42154111
"3031"	"SUN"	"Friedman Memorial"	"Hailey"	"ID"	"USA"	43.50484139	-114.2965903
"3032"	"SUS"	"Spirit of St Louis"	"St Louis"	"MO"	"USA"	38.66187028	-90.65123
"3033"	"SUT"	"Brunswick County"	"Southport"	"NC"	"USA"	33.92925694	-78.07499167
"3034"	"SUW"	"Richard I Bong"	"Superior"	"WI"	"USA"	46.6897175	-92.094655
"3035"	"SUX"	"Sioux Gateway "	"Sioux City"	"IA"	"USA"	42.40260333	-96.38436694
"3036"	"SVA"	"Savoonga"	"Savoonga"	"AK"	"USA"	63.68639444	-170.4926361
"3037"	"SVC"	"Grant County"	"Silver City"	"NM"	"USA"	32.63654694	-108.1563853
"3038"	"SVE"	"Susanville Municipal"	"Susanville"	"CA"	"USA"	40.37684111	-120.5730033
"3039"	"SVH"	"Statesville Municipal"	"Statesville"	"NC"	"USA"	35.76526389	-80.95673611
"3040"	"SVS"	"Stevens Village"	"Stevens Village"	"AK"	"USA"	66.00900528	-149.0959153
"3041"	"SWD"	"Seward"	"Seward"	"AK"	"USA"	60.12693833	-149.4188122
"3042"	"SWF"	"Stewart"	"Newburgh"	"NY"	"USA"	41.50409361	-74.10483833
"3043"	"SWO"	"Stillwater Regional"	"Stillwater"	"OK"	"USA"	36.16025194	-97.08577028
"3044"	"SWT"	"Seward Municipal"	"Seward"	"NE"	"USA"	40.86525806	-97.10931306
"3045"	"SWW"	"Avenger "	"Sweetwater"	"TX"	"USA"	32.46736806	-100.4665508
"3046"	"SXL"	"Summersville"	"Summersville"	"WV"	"USA"	38.23163889	-80.87080556
"3047"	"SXP"	"Sheldon Point"	"Sheldon Point"	"AK"	"USA"	62.52055556	-164.8477778
"3048"	"SXQ"	"Soldotna"	"Soldotna"	"AK"	"USA"	60.47613889	-151.0324444
"3049"	"SYF"	"Cheyenne County Municipal"	"St Francis"	"KS"	"USA"	39.76104833	-101.7958414
"3050"	"SYI"	"Bomar Field-Shelbyville Municipal"	"Shelbyville"	"TN"	"USA"	35.56009889	-86.44249333
"3051"	"SYR"	"Syracuse-Hancock Intl"	"Syracuse"	"NY"	"USA"	43.11118694	-76.10631056
"3052"	"SYV"	"Sylvester"	"Sylvester"	"GA"	"USA"	31.55851111	-83.89573389
"3053"	"SZP"	"Santa Paula"	"Santa Paula"	"CA"	"USA"	34.34722167	-119.061215
"3054"	"SZT"	"Sandpoint"	"Sandpoint"	"ID"	"USA"	48.29965139	-116.5597681
"3055"	"SZY"	"Robert Sibley"	"Selmer"	"TN"	"USA"	35.20295	-88.49836139
"3056"	"T00"	"Chambers County"	"Anahauac"	"TX"	"USA"	29.77	-94.66361194
